Nomor,Kabupaten,Latitude,Longitude,Status,Dimensi,File
SAROLANGUN-BATANG ASAI-BATU EMPANG-010,SAROLANGUN,-2.626321,102.234637,THUMBNAIL,316x246,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_SAROLANGUN-BATANG ASAI-BATU EMPANG-010.jpg
TANJUNG JABUNG BARAT-BATANG ASAM-DUSUN KEBUN-001,TANJUNG JABUNG BARAT,-1.06733,102.96438,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BATANG ASAM-DUSUN KEBUN-001.jpg
TANJUNG JABUNG BARAT-BATANG ASAM-DUSUN KEBUN-002,TANJUNG JABUNG BARAT,-1.0674,102.96432,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BATANG ASAM-DUSUN KEBUN-002.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-001,TANJUNG JABUNG BARAT,-0.855123,103.368957,THUMBNAIL,270x361,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-001.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-002,TANJUNG JABUNG BARAT,-0.855472,103.3694,THUMBNAIL,266x355,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-002.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-003,TANJUNG JABUNG BARAT,-0.856032,103.369968,THUMBNAIL,288x384,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-003.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-004,TANJUNG JABUNG BARAT,-0.857027,103.370925,THUMBNAIL,284x379,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-004.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-005,TANJUNG JABUNG BARAT,-0.857057,103.371408,THUMBNAIL,267x356,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-005.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-006,TANJUNG JABUNG BARAT,-0.85804,103.371924,THUMBNAIL,269x358,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-006.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-007,TANJUNG JABUNG BARAT,-0.85857,103.372457,THUMBNAIL,274x365,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-007.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-008,TANJUNG JABUNG BARAT,-0.859225,103.373097,THUMBNAIL,280x373,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-008.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-009,TANJUNG JABUNG BARAT,-0.859688,103.37355,THUMBNAIL,280x373,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-009.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-010,TANJUNG JABUNG BARAT,-0.859988,103.37385,THUMBNAIL,233x311,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-010.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-011,TANJUNG JABUNG BARAT,-0.860345,103.374215,THUMBNAIL,242x322,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-011.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-012,TANJUNG JABUNG BARAT,-0.860737,103.374581,THUMBNAIL,277x370,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-012.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-013,TANJUNG JABUNG BARAT,-0.861163,103.375133,THUMBNAIL,289x386,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-013.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-014,TANJUNG JABUNG BARAT,-0.861772,103.375687,THUMBNAIL,299x399,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-014.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-015,TANJUNG JABUNG BARAT,-0.862158,103.376003,THUMBNAIL,239x319,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-015.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-016,TANJUNG JABUNG BARAT,-0.86254,103.376398,THUMBNAIL,244x325,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-016.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-017,TANJUNG JABUNG BARAT,-0.862618,103.376433,THUMBNAIL,272x362,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-017.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-018,TANJUNG JABUNG BARAT,-0.863273,103.377063,THUMBNAIL,277x369,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-018.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-019,TANJUNG JABUNG BARAT,-0.863745,103.37753,THUMBNAIL,310x413,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-019.jpg
TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-020,TANJUNG JABUNG BARAT,-0.865525,103.37924,THUMBNAIL,308x410,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-BRAM ITAM-KEMUNING-020.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-001,TANJUNG JABUNG BARAT,-0.77143,103.1339,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-001.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-002,TANJUNG JABUNG BARAT,-0.76245,103.13467,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-002.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-003,TANJUNG JABUNG BARAT,-0.7605,103.13479,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-003.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-004,TANJUNG JABUNG BARAT,-0.75752,103.13518,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-004.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-005,TANJUNG JABUNG BARAT,-0.75725,103.13523,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-005.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-006,TANJUNG JABUNG BARAT,-0.77476,103.14879,THUMBNAIL,210x165,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI KAYU ARO-006.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-001,TANJUNG JABUNG BARAT,-0.849732,103.163187,THUMBNAIL,243x324,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-001.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-002,TANJUNG JABUNG BARAT,-0.846768,103.163872,THUMBNAIL,259x345,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-002.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-003,TANJUNG JABUNG BARAT,-0.850667,103.162977,THUMBNAIL,253x338,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-003.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-004,TANJUNG JABUNG BARAT,-0.85302,103.162412,THUMBNAIL,261x347,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-004.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-005,TANJUNG JABUNG BARAT,-0.85828,103.161435,THUMBNAIL,271x361,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-005.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-006,TANJUNG JABUNG BARAT,-0.81844,103.17781,THUMBNAIL,288x384,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-006.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-007,TANJUNG JABUNG BARAT,-0.818244,103.178252,THUMBNAIL,286x381,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-007.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-008,TANJUNG JABUNG BARAT,-0.815707,103.177412,THUMBNAIL,259x345,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-008.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-009,TANJUNG JABUNG BARAT,-0.816093,103.17762,THUMBNAIL,268x357,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-009.jpg
TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-010,TANJUNG JABUNG BARAT,-0.817352,103.178008,THUMBNAIL,267x356,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-SENYERANG-SUNGAI LANDAK-010.jpg
TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-001,TANJUNG JABUNG BARAT,-0.9913,103.05135,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-001.jpg
TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-002,TANJUNG JABUNG BARAT,-0.98611,103.05131,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-002.jpg
TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-003,TANJUNG JABUNG BARAT,-0.99596,103.05402,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-003.jpg
TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-004,TANJUNG JABUNG BARAT,-1.00366,103.0541,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-004.jpg
TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-005,TANJUNG JABUNG BARAT,-0.99346,103.0417,THUMBNAIL,210x248,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TANJUNG JABUNG BARAT-TEBING TINGGI-TEBING TINGGI-005.jpg
TEBO-RIMBO ILIR-SEPAKAT BERSATU-001,TEBO,-1.43241,102.22698,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-RIMBO ILIR-SEPAKAT BERSATU-001.jpg
TEBO-RIMBO ILIR-SEPAKAT BERSATU-002,TEBO,-1.38864,102.21552,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-RIMBO ILIR-SEPAKAT BERSATU-002.jpg
TEBO-RIMBO ILIR-SEPAKAT BERSATU-003,TEBO,-1.3853,102.18799,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-RIMBO ILIR-SEPAKAT BERSATU-003.jpg
TEBO-RIMBO ILIR-SEPAKAT BERSATU-004,TEBO,-1.38529,102.18808,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-RIMBO ILIR-SEPAKAT BERSATU-004.jpg
TEBO-RIMBO ILIR-SEPAKAT BERSATU-005,TEBO,-1.38579,102.18694,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-RIMBO ILIR-SEPAKAT BERSATU-005.jpg
TEBO-SUMAY-TERITI-001,TEBO,-1.38554,102.4339,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-SUMAY-TERITI-001.jpg
TEBO-SUMAY-TERITI-002,TEBO,-1.3847,102.43424,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-SUMAY-TERITI-002.jpg
TEBO-SUMAY-TERITI-003,TEBO,-1.39054,102.43025,THUMBNAIL,211x144,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-SUMAY-TERITI-003.jpg
TEBO-SUMAY-TERITI-004,TEBO,-1.39082,102.43064,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-SUMAY-TERITI-004.jpg
TEBO-SUMAY-TERITI-005,TEBO,-1.39005,102.43173,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-SUMAY-TERITI-005.jpg
TEBO-TEBO ILIR-BETUNG BEDARAH-001,TEBO,-1.55505,102.65906,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO ILIR-BETUNG BEDARAH-001.jpg
TEBO-TEBO ILIR-BETUNG BEDARAH-002,TEBO,-1.5543,102.65899,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO ILIR-BETUNG BEDARAH-002.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-001,TEBO,-1.46117,102.44415,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-001.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-002,TEBO,-1.46099,102.44376,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-002.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-004,TEBO,-1.46155,102.4442,THUMBNAIL,482x328,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-004.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-005,TEBO,-1.46393,102.43977,THUMBNAIL,482x314,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-005.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-006,TEBO,-1.46367,102.44052,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-006.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-007,TEBO,-1.46533,102.44776,THUMBNAIL,482x339,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-007.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-008,TEBO,-1.46944,102.44789,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-008.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-009,TEBO,-1.46935,102.4472,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-009.jpg
TEBO-TEBO TENGAH-BEDARO RAMPAK-010,TEBO,-1.47783,102.45191,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-BEDARO RAMPAK-010.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-001,TEBO,-1.4913,102.4619,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-001.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-002,TEBO,-1.49125,102.46267,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-002.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-003,TEBO,-1.49091,102.46362,THUMBNAIL,211x144,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-003.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-004,TEBO,-1.49142,102.45957,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-004.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-005,TEBO,-1.49126,102.45907,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-005.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-006,TEBO,-1.48731,102.44794,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-006.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-008,TEBO,-1.50446,102.44912,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-008.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-009,TEBO,-1.52694,102.44511,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-009.jpg
TEBO-TEBO TENGAH-MANGUN JAYO-010,TEBO,-1.5256,102.44522,THUMBNAIL,211x143,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TEBO TENGAH-MANGUN JAYO-010.jpg
TEBO-TENGAH ILIR-RANTAU API-001,TEBO,-1.51605,102.6406,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TENGAH ILIR-RANTAU API-001.jpg
TEBO-TENGAH ILIR-RANTAU API-002,TEBO,-1.47454,102.66977,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-TENGAH ILIR-RANTAU API-002.jpg
TEBO-VII KOTO-AUR CINO-001,TEBO,-1.15632,102.02381,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-AUR CINO-001.jpg
TEBO-VII KOTO-AUR CINO-002,TEBO,-1.16021,102.04069,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-AUR CINO-002.jpg
TEBO-VII KOTO-AUR CINO-003,TEBO,-1.14415,102.04157,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-AUR CINO-003.jpg
TEBO-VII KOTO-AUR CINO-004,TEBO,-1.14747,102.05188,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-AUR CINO-004.jpg
TEBO-VII KOTO-TELUK KAYU PUTIH-001,TEBO,-1.17019,101.99115,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-TELUK KAYU PUTIH-001.jpg
TEBO-VII KOTO-TELUK KAYU PUTIH-002,TEBO,-1.17056,101.99138,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-TELUK KAYU PUTIH-002.jpg
TEBO-VII KOTO-TELUK KAYU PUTIH-003,TEBO,-1.16953,101.99103,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-TELUK KAYU PUTIH-003.jpg
TEBO-VII KOTO-TELUK KAYU PUTIH-004,TEBO,-1.16962,101.99032,THUMBNAIL,210x310,D__011. ESDM_Penerangan Jalan Umum Tenaga Surya 2026_2026_03. Foto_TEBO-VII KOTO-TELUK KAYU PUTIH-004.jpg
BATANG HARI-MUARA BULIAN-RENGAS CONDONG-003,BATANG HARI,-1.732755,103.277695,TIDAK ADA FIELD,,
KERINCI-SIULAK MUKAI-TALANG TINGGI-007,KERINCI,-1.947803,101.351618,TIDAK ADA FIELD,,
